id	tweetString	tweetWordArray	taggedLanguages
4810	I'm mat AT you. NO es I'm mad WITH you. estoy enojado contigo	I 'm mat AT you . NO es I 'm mad WITH you . estoy enojado contigo 	lang1 lang1 lang1 ne lang1 other lang2 lang2 lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 
4811	Belated: Felicitaciones después de la fecha: Do you have belated birthday cards? I forgot my wife's birthday and she is very mad at me.	Belated : Felicitaciones después de la fecha : Do you have belated birthday cards ? I forgot my wife 's birthday and she is very mad at me . 	lang1 other lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4812	I won't give up on you: No voy a perder la fe en ti. I know you can pronounce perfectly, if you don't give up, I won't give up on you :)	I wo n't give up on you : No voy a perder la fe en ti . I know you can pronounce perfectly , if you do n't give up , I wo n't give up on you :) 	lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4813	How lucky I am: Que afortunado soy: how lucky I am to have you (veo q algunas veces lo decimos mal)	How lucky I am : Que afortunado soy : how lucky I am to have you ( veo q algunas veces lo decimos mal ) 	lang1 lang1 lang1 lang1 other lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 other 
4814	Be very hard on someone: tratar a alguien con dureza. Don't be too hard on the boy he's too young to know that he was doing wrong.	Be very hard on someone : tratar a alguien con dureza . Do n't be too hard on the boy he 's too young to know that he was doing wrong . 	lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4815	@CarlinhosJMZ salirse con las suyas, si alguien hace algo malo y no paga por eso. He killed a cat and almost got away with it. :)	@CarlinhosJMZ salirse con las suyas , si alguien hace algo malo y no paga por eso . He killed a cat and almost got away with it . :) 	other lang2 lang2 lang2 lang2 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other other 
4816	No to mention: Enfatizar algo q se agrega a un a lista. He's one of the kindest and most intelligent, not to mention handsome, men I know.	No to mention : Enfatizar algo q se agrega a un a lista . He 's one of the kindest and most intelligent , not to mention handsome , men I know . 	ambiguous lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 other 
4817	Throw under the bus: Delatar. Brother: I told dad you crashed the car. Sister: Thanks for throwing me under the bus.	Throw under the bus : Delatar . Brother : I told dad you crashed the car . Sister : Thanks for throwing me under the bus . 	lang1 lang1 lang1 lang1 other lang2 other lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4818	@bennygdl ahh una aproximación I don't need an exact number. A ballpark figure will do. :)	@bennygdl ahh una aproximación I do n't need an exact number . A ballpark figure will do . :) 	other other lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 other other 
4819	So far so good: Hasta aquí todo bien I’ve already made all the reservations and packed all the bags, so far so good.	So far so good : Hasta aquí todo bien I ’ve already made all the reservations and packed all the bags , so far so good . 	lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other 
4820	Talk the talk walk the walk Del dicho al hecho hay mucho trecho Anyone can say they’re generous but can they talk the talk and walk the walk	Talk the talk walk the walk Del dicho al hecho hay mucho trecho Anyone can say they ’re generous but can they talk the talk and walk the walk 	lang1 lang1 lang1 lang1 lang1 lang1 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4821	Small talk: Hablar de cosas triviales Person 1: What did you guys talk about on the date? Person 2: It was mainly just small talk.	Small talk : Hablar de cosas triviales Person 1 : What did you guys talk about on the date ? Person 2 : It was mainly just small talk . 	lang1 lang1 other lang2 lang2 lang2 lang2 lang1 other other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 other other lang1 lang1 lang1 lang1 lang1 lang1 other 
4822	Get the best of me: Eclipsar/Hacer sentir menos My boss likes to push me around, but I won’t let him get the best of me.	Get the best of me : Eclipsar/Hacer sentir menos My boss likes to push me around , but I wo n’t let him get the best of me . 	lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4823	Leap of faith: Acto de fe I know right now’s not the best time to invest, but I have to take a leap of faith and go for it.	Leap of faith : Acto de fe I know right now ’s not the best time to invest , but I have to take a leap of faith and go for it . 	lang1 lang1 lang1 other lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4824	Perfect timing: Justo a tiempo I got pregnant right after my promotion at work, it was the perfect timing.	Perfect timing : Justo a tiempo I got pregnant right after my promotion at work , it was the perfect timing . 	lang1 lang1 other lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 other 
4825	He’s up to something: Se trae algo entre manos He’s been acting strange lately, I know he’s up to something.	He ’s up to something : Se trae algo entre manos He ’s been acting strange lately , I know he ’s up to something . 	lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4826	Wake up call: Señal de alarma Going to jail for the third time was a real wake up call for Jerry.	Wake up call : Señal de alarma Going to jail for the third time was a real wake up call for Jerry . 	lang1 lang1 lang1 other lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 ne other 
4827	Let’s knock it out: Varias cosas una Hacer algo en abundancia We have lots of work to do, let’s knock it out now so that later we can relax.	Let ’s knock it out : Varias cosas una Hacer algo en abundancia We have lots of work to do , let ’s knock it out now so that later we can relax . 	lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4828	Book: Reservar Hi, I need to book an appointment with Dr. Kelly.	Book : Reservar Hi , I need to book an appointment with Dr. Kelly . 	lang1 other lang2 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 ne ne other 
4829	It dawned upon me: Caer en cuenta. Then it dawned upon me that I was actually going to have the job.	It dawned upon me : Caer en cuenta . Then it dawned upon me that I was actually going to have the job . 	lang1 lang1 lang1 lang1 other lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4830	We’re done: Ya terminamos MUCHO más usado que finish. We’re done talking, this conversation is over.	We ’re done : Ya terminamos MUCHO más usado que finish . We ’re done talking , this conversation is over . 	lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang1 other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other 
4831	Kick you out: echarte I’m sorry but if you don’t pay rent, I’m gonna have to kick you out.	Kick you out : echarte I ’m sorry but if you do n’t pay rent , I ’m gonna have to kick you out . 	lang1 lang1 lang1 other lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4832	All of a sudden: De repente I was just walking my dog when all of a sudden I saw a strange object in the sky.	All of a sudden : De repente I was just walking my dog when all of a sudden I saw a strange object in the sky . 	lang1 lang1 lang1 lang1 other lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4833	Slipped out of my mouth: Se me salió Are you pregnant? I’m sorry, that slipped out of my mouth.	Slipped out of my mouth : Se me salió Are you pregnant ? I ’m sorry , that slipped out of my mouth . 	lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang1 lang1 lang1 other lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 other 
4834	Slippery Slope: Resbaladizo (figurativamente hablando) Some say euthanasia will create a slippery slope to legal murder.	Slippery Slope : Resbaladizo ( figurativamente hablando ) Some say euthanasia will create a slippery slope to legal murder . 	ne lang1 other lang2 other lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4835	Cut her loose: Quedar libre Now that we know of her attempt to steal from our business, it’s time to cut her loose.	Cut her loose : Quedar libre Now that we know of her attempt to steal from our business , it ’s time to cut her loose . 	lang1 lang1 lang1 other lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4836	Trying too hard: Poner MUCHO empeño Maybe she’s not interested in you because you’re trying too hard.	Trying too hard : Poner MUCHO empeño Maybe she ’s not interested in you because you ’re trying too hard . 	lang1 lang1 lang1 other lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4837	How dare you: Cómo te atreves? You ate my ice cream? How dare you?	How dare you : Cómo te atreves ? You ate my ice cream ? How dare you ? 	lang1 lang1 lang1 other lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 other 
4838	Get it over with: Para acabar de una vez: I guess I’ll do my taxes just to get it over with.	Get it over with : Para acabar de una vez : I guess I ’ll do my taxes just to get it over with . 	lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4839	What goes up, must come down: Todo lo que sube tiene que bajar Drugs can make you feel good, but what goes up, must come down.	What goes up , must come down : Todo lo que sube tiene que bajar Drugs can make you feel good , but what goes up , must come down . 	lang1 lang1 lang1 other lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 other lang1 lang1 lang1 other 
4840	Go hand in hand: Van de la mano Exercise and nutrition go hand in hand, they are both equally important for good health.	Go hand in hand : Van de la mano Exercise and nutrition go hand in hand , they are both equally important for good health . 	lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4841	Cut out to be: Destinados a ser Pe 1: I want to be a Doctor but I hate the sight of blood. P2: Well, not all of us are cut out to be doctors	Cut out to be : Destinados a ser Pe 1 : I want to be a Doctor but I hate the sight of blood . P2 : Well , not all of us are cut out to be doctors 	lang1 lang1 lang1 lang1 other lang2 lang2 lang2 other other other lang1 lang1 lang1 lang1 lang1 ne lang1 lang1 lang1 lang1 lang1 lang1 lang1 other other other lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 
4842	Let it slide: Dejarlo pasar He’s bothering me a bit, but I’m gonna let it slide.	Let it slide : Dejarlo pasar He ’s bothering me a bit , but I ’m gonna let it slide . 	lang1 lang1 lang1 other lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4843	Right then and there: Inmediatamente He expects me to know the answer right then and there.	Right then and there : Inmediatamente He expects me to know the answer right then and there . 	lang1 lang1 lang1 lang1 other lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4844	Pick up the pace: Acelerarse The class was easy, but it slowly picked up the pace and got harder.	Pick up the pace : Acelerarse The class was easy , but it slowly picked up the pace and got harder . 	lang1 lang1 lang1 lang1 other lang2 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4845	Whatever helps you sleep at night: Sarcasmo: Lo q te haga feliz Person 1: Honey, we need a new drier. P2: Whatever helps you sleep at night	Whatever helps you sleep at night : Sarcasmo : Lo q te haga feliz Person 1 : Honey , we need a new drier . P2 : Whatever helps you sleep at night 	lang1 lang1 lang1 lang1 lang1 lang1 other lang2 other lang2 lang2 lang2 lang2 lang2 lang1 other other lang1 other lang1 lang1 lang1 lang1 lang1 other ne other lang1 lang1 lang1 lang1 lang1 lang1 
4846	Whatever helps you sleep at night: Sarcasmo si te hace feliz decir/hacer eso pues hazlo aunque a mi meparece ridículo +	Whatever helps you sleep at night : Sarcasmo si te hace feliz decir/hacer eso pues hazlo aunque a mi meparece ridículo + 	lang1 lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 lang2 other 
4847	Grab a bite to eat: Comer algo ligero Want to grab a bite to eat before work?	Grab a bite to eat : Comer algo ligero Want to grab a bite to eat before work ? 	lang1 lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4848	Locked up: Encarcelado The police took him away and he was locked up for a whole year.	Locked up : Encarcelado The police took him away and he was locked up for a whole year . 	lang1 lang1 other lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other 
4849	Rain on your parade: Arruinar tus planes I'm sorry to rain on your parade, but you're not allowed to have alcohol inside this building.	Rain on your parade : Arruinar tus planes I 'm sorry to rain on your parade , but you 're not allowed to have alcohol inside this building . 	lang1 lang1 lang1 lang1 other lang2 lang2 lang2 lang1 lang1 lang1 lang1 lang1 lang1 lang1 lang1 other lang1 lang1 lang1 lang1 lang1 lang1 lang1 ambiguous lang1 lang1 lang1 other 
